question_age	question_sex	question_study	question_work	future_x	future_y	future_color	future_radius	past_x	past_y	past_color	past_radius	present_x	present_y	present_color	present_radius	summer_x	summer_y	summer_color	summer_width	summer_height	spring_x	spring_y	spring_color	spring_width	spring_height	winter_x	winter_y	winter_color	winter_width	winter_height	autum_x	autum_y	autum_color	autum_width	autum_height	morning_rotation	morning_angle	morning_color	night_rotation	night_angle	night_color	afternoon_rotation	afternoon_angle	afternoon_color	friday_x	friday_y	friday_width	friday_height	friday_color	monday_x	monday_y	monday_width	monday_height	monday_color	thursday_x	thursday_y	thursday_width	thursday_height	thursday_color	sunday_x	sunday_y	sunday_width	sunday_height	sunday_color	wednesday_x	wednesday_y	wednesday_width	wednesday_height	wednesday_color	tuesday_x	tuesday_y	tuesday_width	tuesday_height	tuesday_color	saturday_x	saturday_y	saturday_width	saturday_height	saturday_color	timeline_length	timeline_rotation	timeline_my_birth_pos	timeline_my_childhood_pos	timeline_my_youth_pos	timeline_today_pos	timeline_my_third_age_pos	timeline_year_1900_pos	timeline_year_2100_pos	timeline_wwii_pos	timeline_the_beatles_pos	questions_ending_represents_time	questions_ending_daynight	questions_ending_slider_size	questions_ending_slider_color	questions_ending_slider_position
21	1	1	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
24	1	1	1	400	248	5	70	204	250	4	70	298	248	7	70	631	271	5	100	100	506	270	6	100	100	380	269	7	100	100	255	271	1	100	100	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
22	1	1	1	533.228225192	177.228225192	1	132.228225192	169.11392664	333.88607336	4	156.11392664	359.205414476	255.205414476	0	72.205414476	386	244	5	100	100	280	243	6	100	100	174	242	7	100	100	68	242	2	100	100	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
35	0	1	1	252.474753639	198.474707863	4	44.525292137	189.295230842	202.704769158	4	35.2952308418	227.095001221	200.904983521	3	50.9722137451	375.009525743	96.4972975234	7	40.0190514858	141.005404953	309.284898258	130.269775136	5	128.569827034	71.460449728	133.691077698	137.03545425	1	173.382155397	49.9291525344	509.629856251	126.130100927	2	169.259773536	85.7397981459	124	5.12777748394	4	161.026890402	199.302392062	0	355.871072253	124.50722376	7	294.000007629	322.29977417	50	79.400390625	3	761.999969482	27	50	10	0	36.9999923706	17.53125	50	13.0625	0	346.999969482	426.703142941	50	28.406285882	4	35.0000076294	481.179183967	50	17.6416320652	0	726	346.493152738	50	17.0136945248	4	406	321.014247349	50	91.9715663375	7	482	-2.6645352591e-15	0.0207467613379	0.0829874252383	0.161825726141	0.278008298755	0.452282094362	-0.336099648377	0.585062240664	-0.174273858921	-0.0871369927751	-10	-10	-10	-10	-10
23	0	1	1	456	247	5	70	215.02236414	249.97763586	1	44.0223641396	323.018213836	243.981786164	0	83.0182138364	501	338	6	100	100	501	232	5	100	100	395	232	0	100	100	395	338	2	100	100	233.888532228	32	1	55.3762732297	111.325301976	0	297.443196296	69	6	443	249.749999034	50	50.5000019323	5	210	249.548080526	50	53.7789300906	1	385	247.999983653	50	50.0000326941	7	563	249.532988375	50	52.9340232491	1	328	247.620252435	50	50.7594951298	6	270	247.990114212	50	51.9728965764	2	503	249.999511719	50	52.0009765627	0	599.496455369	339.086000643	-0.537094936787	-0.4707548705	-0.173530584885	0.160974337324	0.888217181747	-0.772700080659	0.0154164106616	-0.713029005096	-0.677893734229	1	4	0	8	5
26	1	1	1	360.916228359	206.083771641	6	106.916228359	312.575375766	228.575375766	0	54.4246242344	392	211	3	70	103	237	1	100	100	320	240	3	100	100	212	239	4	100	100	431	240	2	100	100	92	72	6	175	270.056581111	3	149.339663118	-297.339663118	1	390	257	50	100	0	97	257	50	100	0	311	259	50	100	0	527	255	50	100	0	239	258	50	100	0	170	254	50	100	0	457	255	50	100	0	406.004926078	359.717757064	0.482759576907	0.556767511774	0.625654254341	0.64016200811	0.708835198291	-0.768475715534	0.965426273901	-0.0936108219425	-0.0099994263597	0	3	5	6	7
20	0	1	1	387.076008892	257.139512157	2	58.8604878429	389.559435238	392.543810238	0	97.4561897617	388.384859839	314.15319725	1	78.8468027497	513	254	5	100	100	512	130	6	100	100	365	253	7	100	100	368	129	4	100	100	92	75.6688508804	3	333.652196943	118.335733941	0	168.272857769	164.70799036	1	442	263.265440542	50	73.4691189164	4	205	192.787226673	50	212.425546655	5	383	248	50	100	6	150	231.324202032	50	143.351595936	0	324	231.531746031	50	132.936507938	3	264	210.754644109	50	174.490711783	7	501	279.352569343	50	45.2948613131	1	637.45744956	-41.6932535198	-0.305484537973	-0.257630573136	-0.188853135845	-0.14430681059	0.126260518405	-0.834483662629	0.221948858745	-0.704628158745	-0.591273393437	-10	-10	-10	-10	-10
24	1	1	1	675.766617656	126.233382344	7	79.2333823442	154.501193523	270.501193523	4	144.501193523	406.163776503	269.163776503	3	151.163776503	633.694114712	253.383663126	1	75.388229424	474.767326251	511.396495539	146.484913731	6	143.207008921	264.969827462	303.847847777	251.081213988	7	254.304304446	476.162427976	89.2699503586	147.795119163	2	158.93384749	272.834742302	269.965684519	82.1541769148	1	27.9311145936	241.967260686	4	-23.8446170486	78.7457693666	0	528	250.086470658	50	477.827058685	7	36	302.144228963	50	368.788457926	1	595	116.730597608	50	212.538804783	7	765	440.250275121	50	97.4994497588	0	163	440	50	100	4	108	440	50	100	4	710	299.503413125	50	378.358531802	7	560	270	-0.103571428571	0.0107142857143	0.15	0.175	0.689285714286	-0.0892857142857	0.842857142857	-0.660714285714	-0.557142857143	1	2	4	8	6
23	1	1	1	503	281	5	70	186.749971086	274.250028914	0	80.2500289141	338.977172852	275.022827148	7	81.9771728516	632.840960503	243.704057693	1	219.681921005	103.408115387	407.124156475	244.724293709	5	242.24831295	106.551412582	236	244	7	100	100	113.343658447	243.170715332	2	141.312683105	100.341430664	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
26	0	1	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
32	1	1	1	594	267	1	70	244	272	4	70	418	267	5	70	608	262	1	100	100	452	263	6	100	100	306	263	4	100	100	141	263	2	100	100	-10	-10	-10	-10	-10	-10	-10	-10	-10	422	231.834480286	50	42.3310394287	4	110	172.850113757	50	156.299772486	0	342	219.53094101	50	62.938117981	0	579	165.910853566	50	178.178292869	6	269	201	50	100	0	184	189.773742676	50	124.452514648	0	500	182.069671631	50	151.860656738	6	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
21	1	1	1	141	403	6	70	686	96	5	70	422	248	3	70	139	262	6	100	100	714	96	3	100	100	571	285	7	100	100	345	100	2	100	100	272.436130191	155.563869809	6	67.4297931433	127.640093544	7	194.399208591	78.7653568015	5	698	414.019607544	50	99.2999572754	5	285	315.90496476	50	336.690009445	0	592	392.108062744	50	171.202453613	3	191	269.491098346	50	435.486553307	6	489	363.982078552	50	221.370407104	2	389	345.101669312	50	282.968597412	4	92	461.84086108	50	45.1072793627	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
22	1	1	1	346.462632427	310.473415966	1	100.462632427	194.048053851	167.048053851	4	108.048053851	272.453125238	242.453125238	5	39.4531252384	557.953152142	173.615884899	5	99.9063042836	193.231769798	414.577750057	142.553474014	1	221.155500114	132.893051973	286.607006975	189.719967314	4	35.4168912016	33.5617088628	243.479869061	167.293505264	2	70.9695747333	122.129811391	54.9182472652	44.5793554206	4	218.869838144	166.499257845	3	93.6556445088	175.389250108	1	396	334.247093201	50	194.494186401	7	141	213.330560595	50	46.6611211896	6	400	118.952032328	50	151.904064655	7	230	290.499511719	50	109.000976562	5	308	139.903717175	50	195.80743435	0	231	147.244541168	50	102.489082336	4	309	357	50	100	1	517.633074677	-44.3738415465	0.23605865875	0.313438705697	0.492954059196	0.503289784362	0.716898767546	-0.883231106726	0.940629307769	-0.617306975681	0.0627883519305	0	3	9	2	4
15	1	1	1	561	271	1	70	216	268	2	70	391	264	7	70	471.607025146	377.26473999	5	159.214050293	121.47052002	333.491255485	208	1	162.982510969	100	590.954360962	179	4	151.908721924	100	134.204932466	135.500134945	2	198.409864932	104.99973011	153	163.827916942	6	302.200450757	163.740762892	0	105.492217658	80.5999562089	7	382	122	50	100	7	132	119	50	100	0	315	120	50	100	3	65	118	50	100	0	255	122	50	100	2	194	121	50	100	4	442	123	50	100	1	473.565201424	319.109997961	-0.0894303240977	0.131764718248	0.247715777454	0.224752152936	0.76030267307	-0.759065025955	0.961528991291	-0.550823682661	-0.464409959538	0	2	5	5	0
38	1	1	1	539.324601764	175.875410443	3	93.9245773504	210.796919823	335.596877098	4	76.7968893051	400.545488633	252.545473374	5	195.745485581	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
28	0	1	1	644.504640937	218.495359063	6	120.504640937	136.419921875	233.580078125	7	78.419921875	376.012207031	216.987792969	1	114.012207031	367.271979332	104.562578201	1	246.543958664	97.1251564026	374.464381218	276.795073032	5	408.928762436	131.590146065	356.773162842	187.846008301	7	185.546325684	95.6920166016	384.623306274	374.455322266	4	258.996612549	112.910644531	270	132.47733326	5	148.246936738	122.861669247	1	40.9979103947	107.433482602	7	336	197.546081543	50	226.907836914	4	54	260.021731377	50	111.956537247	0	269	226.246994019	50	173.506011963	3	499	163.700622559	50	300.598754883	6	196	225.333272398	50	177.333455205	2	117	225.378417969	50	179.243164062	1	413	183.536792755	50	258.92641449	5	200	-359.813683295	-0.400000793084	-0.130061970093	0.230066517108	0.529964520811	0.700000845956	-1.0	1	-0.800218270004	-0.619796483256	-10	-10	-10	-10	-10
39	1	1	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
27	1	1	1	372.624738689	171.375261311	3	92.6247386893	373.8730456	171.1269544	4	10.8730455996	372.961098048	173.038901952	6	48.9610980483	493	293	1	100	100	493	191	6	100	100	392	191	4	100	100	392	291	2	100	100	257.041777734	80.1307023803	1	187.419705491	75.3931592909	3	-56.8382455823	253.737596738	2	488	280	50	100	6	226	276.755936165	50	32.4881276691	0	419	278.493408203	50	83.0131835938	7	157	279.534909055	50	58.9301818908	4	353	277.248646736	50	69.5027065277	2	292	276.471532464	50	51.0569350719	1	555	279.567489624	50	146.865020752	3	458.017466916	0.500387098792	0.423293355656	0.492875421739	0.65954018693	0.661874010772	0.96081609305	0.384848505067	1.0	-1	0.161123755354	-10	-10	-10	-10	-10
31	1	1	1	334.849108696	319.849108696	6	95.849108696	176.879015141	230.879015141	1	104.879015141	418.358074188	190.983074188	7	169.6677742	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
29	0	1	1	626.652317047	243.652317047	1	161.652317047	154.881456201	256.118543799	0	144.881456201	413.628162656	239.628162656	5	151.371837344	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
37	1	1	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
49	1	1	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
42	0	1	1	525.202148438	139.202148438	6	85.3271484375	133.55065918	392.55065918	2	87.4493408203	338.71484375	275.71484375	7	70.28515625	276	143	5	100	100	484	102	6	100	100	211	340	7	100	100	418	272	2	100	100	-26.266945681	116.682323939	7	207	126.963703335	6	91.3248319365	116.716205865	2	459	160	50	100	3	90	160	50	100	6	370	160	50	100	2	641	161	50	100	7	276	159.087509155	50	102.675018311	5	185	161	50	100	4	550	160	50	100	1	560.003571417	0.204626913966	-0.461080466391	-0.353666566761	-0.235878642254	-0.014218386438	0.810975648075	-0.939899249684	0.989273027636	-0.792951643324	-0.60355543937	-10	-10	-10	-10	-10
26	0	1	1	601.357700973	212.357700973	7	146.642299027	270	232	4	70	411.715660095	232.284339905	6	88.7156600952	134.508534129	177.646447331	1	142.982931741	152.707105338	462	208	3	100	100	341.824157663	255.055299078	7	129.648315326	147.889401843	260	259	2	100	100	3.38630906807	67.2677097933	0	259.530849507	69.4691504929	3	31.308333564	187.044291789	6	348	162	50	100	7	106	167.393459412	50	234.786918824	4	282	162	50	100	3	50	240	50	100	2	212	206.143413544	50	298.286827087	0	159	170.961004257	50	167.922008514	4	482	221.844359501	50	250.950437752	1	554.003610097	-0.206843070777	-0.0541215599276	-0.0365167418626	0.0356346107327	0.0541465431743	0.537980545961	-0.885024519851	0.931434901603	-0.484179816648	-0.339318516194	0	3	5	3	3
18	0	1	1	673	395	7	70	87.5108393843	143.489160616	5	34.5108393843	365.670222766	263.329777234	6	105.670222766	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
26	0	1	1	720	238	6	70	86	245	4	70	414	242	1	70	148	253	6	100	100	560	252	1	100	100	425	252	4	100	100	286	253	2	100	100	68.3219638597	198.026528992	5	179.325820044	255.750697555	4	271.252135493	268.266775711	6	470	248	50	100	0	116	248	50	100	0	380	249	50	100	0	648	248	50	100	0	302	249	50	100	0	210	248	50	100	0	555	249	50	100	0	540	0	-0.166666666667	-0.0888888888889	-0.0222222222222	0.0444444444444	0.551851851852	-1	1	-0.566666666667	-0.481481481481	0	0	6	5	5
21	1	1	1	662.755695343	369.755695343	7	114.755695343	103.545299707	102.545299707	0	19.5452997073	383	230	5	70	413.812255884	121.13500523	1	195.608886669	188.270010461	227.535326314	257.800350547	6	213.070652627	209.626490116	420.604766846	405.622375488	7	199.209533691	171.244750977	584.498025106	264.467548002	5	214.996050213	208.935096005	333.969193293	99.350553548	1	195.81165727	137.965069372	7	74	122.127923043	5	358	224	50	100	0	52	363	50	100	0	279	261	50	100	0	631	194	50	100	0	205	311	50	100	0	129	311	50	100	0	442	151	50	100	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
20	1	1	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
32	0	1	1	692.47669062	93.4766906202	7	31.5233093798	120	385	5	70	406.222801859	233.222801859	6	122.777198141	255.968770836	175.109524196	1	272.062458328	251.780951607	475.440647103	230.754888225	6	143.131294206	137.67772355	496.09361847	399.262748522	7	186.18723694	176.525497044	342	362	2	100	100	269.696171821	124.14298157	2	112.881881958	156.542391238	0	33.7636063432	108.519636081	1	422	164.703812778	50	310.592374444	5	190	284.984313969	50	72.0313720629	0	365	213.519893646	50	210.960212708	1	128	221.504402059	50	198.991195883	4	308	241.945922852	50	154.108154297	3	251	270	50	100	2	63	187.494078499	50	264.988156998	6	694.472461657	320.257809169	-0.0315819984877	-0.00960261597051	0.100362083457	0.137292442965	0.769041292648	-0.786539072611	0.986777338363	-0.404262788588	-0.120326266272	0	3	4	7	2
45	1	1	1	664	399	1	70	208.26833725	128.277614594	4	82.7683372498	479	273	5	70	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
25	1	1	1	501.830291403	223.169708597	6	111.830291403	330.983632823	222.016367177	1	48.9836328228	402.808961798	222.191038202	6	45.8089617975	705.007814444	206.050666437	5	148.015628887	204.101332873	556.487303914	221.515625361	3	252.974607829	87.0312507227	396.238506559	209.395477331	7	174.477013119	193.209045338	237.556759002	216.410278497	1	186.886481997	116.820556994	-10	-10	-10	-10	-10	-10	-10	-10	-10	448	160.787527578	50	254.424944843	6	177	196.500970927	50	180.998058147	5	377	285	50	100	1	110	161.438506219	50	255.122987561	6	316	174.180175248	50	223.639649505	3	247	194.68750434	50	180.624991319	5	514	150.059604499	50	277.880791002	7	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
46	0	1	1	605.159373389	167.840626611	6	121.159373389	182.345657858	161.654342142	2	119.345657858	391.212423801	309.787576199	5	161.212423801	478.506189448	164.240670538	1	312.346363272	233.204880091	339.267306883	265.414002256	5	264.795874752	195.053099004	130.535299152	411.537946463	4	183.695026696	129.799107075	221.217979196	342.500531964	2	238.435958393	158.998936072	155.836376627	152.775514477	1	300.96821879	112.891191278	7	23.6056924608	155.422912891	6	379	305.999145508	50	276.001708984	6	84	421.974524122	50	60.0509517555	0	301	345.423316956	50	205.153366089	7	540	375.845789436	50	128.308421129	4	224	373.15234375	50	153.6953125	3	154	401	50	100	2	463	255.332132906	50	375.335734189	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
26	0	1	1	321	284	7	70	460	272	4	70	385	279	6	70	695.594847852	243.461987748	1	157.189695704	132.923975496	418.686419487	89.7058744431	6	136.361536026	112.900751114	143.829289913	237.385440363	7	155.658579826	131.229119273	425.520710135	393.376530805	4	136.667440463	111.246938391	357.135192026	152.778334258	7	149.787517196	66.2124828043	4	215.86806895	141.592712746	6	93	96	50	100	1	290	398	50	100	0	684	110	50	100	3	94	401	50	100	7	535	189	50	100	2	409	294	50	100	4	91	248	50	100	6	200	269.476811472	-0.230351074617	0.00786396191439	0.13	0.240081723517	0.429702299292	-0.140114242185	0.847384887214	-0.960815140701	-0.683243052751	-10	-10	-10	-10	-10
30	0	1	1	609.616025348	232.3994175	0	23.6160253483	103.870517754	245.129482246	3	56.8705177536	400.727349837	233.272650163	7	161.727349837	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
32	1	1	1	500.339385293	231.660614707	3	146.660614707	229	282	7	70	319.068049083	256.068049083	6	152.931950917	412.140122756	322.487116203	5	488.95622322	113.025767595	431.054478016	431.531018462	6	506.108956033	110.937963076	386.312927246	120.632049561	7	413.374145508	72.2398071289	393.696493119	207.155272067	4	434.330852449	109.689455867	129.60248858	76.4199489735	6	205.353533357	168.793496131	0	335.949723147	137.122492726	7	484	229.817783356	50	272.364433289	3	241	418.5703125	50	28.859375	0	235	274	50	100	7	180	84.1985473633	50	146.602905273	6	94	251.294921875	50	155.41015625	2	123	407.198973451	50	95.6020530984	5	356	245.170424938	50	314.340849876	1	724.8023584	44.8488409567	0.927984409052	0.827478716461	0.178306917856	0.0525704716586	-0.797192138251	0.547431510455	-0.943493443404	1.0	0.974537309465	0	3	7	3	7
18	1	1	1	664.450773379	125.549226621	7	89.5492266211	67.4553222656	434.544677734	2	53.4553222656	330.442936421	287.868717671	3	154.868717671	408.830810547	132.826171875	1	161.661621094	174.34765625	159.106225403	206.672183758	3	168.212450806	138.655632484	436.758324469	403.781108556	7	442.483351062	143.42166909	636.554219363	219.749690932	5	137.108438725	152.500618137	74.9725008175	18.3241284139	4	248.264361318	183.521027437	7	102.280281607	138.89924338	3	425	250.887237549	50	473.774475098	3	36	248.371849728	50	476.03056469	6	322	251.163261414	50	476.326522827	1	695	219.833909418	50	298.332181163	4	227	249.489531876	50	477.729063751	7	133	250.189947542	50	478.379895084	5	580	218.466851771	50	293.066296458	2	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
18	1	1	1	618.385337812	189.614552846	6	134.379920977	144.327641129	153.327641129	5	107.327641129	281.480373383	365.480373383	0	44.5196266174	116.499573246	262.890626425	1	120.999146492	128.21874715	687.902482778	260.424354762	6	128.195034444	137.151290476	471.359954834	265.904052734	7	112.719909668	119.808105469	281	271	2	100	100	-15.6279775452	112.534276228	1	209.206626963	131.736890157	3	99.2074603176	107.820921974	6	638	230.979329637	50	242.041340725	5	174	275.525153518	50	148.949692965	1	519	242.506221435	50	202.987557131	3	82	208.331869126	50	291.336261749	6	415	254.688843792	50	184.622312416	7	303	257.115540373	50	167.768919253	5	730	209.045402245	50	297.90919551	6	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
